2987.622062581,0.015493299646835774
2987.642494778,0.023739299646835774
2987.662927074,0.022557299646835775
2987.68335917,0.024449299646835773
2987.703791365,0.032611299646835776
2987.72422366,0.03482729964683577
2987.744655754,0.010169299646835774
2987.765088048,0.014231299646835774
2987.785520241,0.009763299646835774
2987.805952433,0.010391299646835774
2987.826384626,0.001453299646835774
2987.846816817,-0.003542700353164226
2987.867249008,-0.0021127003531642256
2987.887681198,-0.003994700353164226
2987.908113388,-0.006282700353164226
2987.928545578,-0.0048167003531642254
2987.948977766,-0.004886700353164226
2987.969409954,-0.013614700353164226
2987.989842043,-0.020660700353164224
2988.01027433,-0.021270700353164227
2988.030706516,-0.028040700353164225
2988.051138802,-0.030410700353164226
2988.071570888,-0.038500700353164226
2988.092003073,-0.03634470035316423
2988.112435357,-0.04060670035316422
2988.132867442,-0.043606700353164225
2988.153299625,-0.04659270035316423
2988.173731908,-0.049400700353164226
2988.19416399,0.10942329964683578
2988.214596172,0.06405929964683578
2988.235028453,0.03456329964683577
2988.255460534,0.006257299646835774
2988.275892714,-0.013056700353164226
2988.296324994,-0.08567470035316423
2988.316757173,-0.08968270035316422
2988.337189352,-0.08903670035316423
2988.35762153,-0.08921870035316423
2988.378053707,-0.09746670035316422
2988.398485885,-0.09108070035316422
2988.418918061,-0.09331870035316422
2988.439350237,-0.09672670035316422
2988.459782512,-0.10135270035316422
2988.480214587,-0.10496270035316423
2988.500646761,-0.11034870035316423
2988.521079036,-0.09673270035316422
2988.541511109,-0.09408870035316423
2988.561943282,-0.09714670035316422
2988.582375554,-0.09351470035316423
2988.602807626,-0.08923270035316423
2988.623239797,-0.09317870035316422
2988.643671967,-0.08886070035316422
2988.664104137,-0.08597870035316423
2988.684536407,-0.07843070035316423
2988.704968476,-0.07295870035316422
2988.725400644,-0.06939470035316422
2988.745832913,-0.051424700353164224
2988.76626498,-0.04504470035316423
2988.786697147,-0.038894700353164224
2988.807129414,-0.03480670035316422
2988.827561579,-0.025812700353164224
2988.847993645,-0.018086700353164224
2988.868425909,-0.016496700353164227
2988.888858074,-0.013402700353164225
2988.909290137,-0.012026700353164227
2988.929722401,-0.008198700353164225
2988.950154563,-0.005110700353164225
2988.970586626,-0.002620700353164226
2988.991018887,-0.004624700353164226
2989.011451048,-0.0003907003531642258
2989.031883109,0.005733299646835774
2989.052315369,0.012475299646835775
2989.072747528,0.015905299646835774
2989.093179588,0.059245299646835774
2989.113611846,0.020141299646835774
2989.134044004,0.018055299646835773
2989.154476261,0.020521299646835776
2989.174908319,0.018033299646835775
2989.195340475,0.018947299646835773
2989.215772731,0.047299299646835775
2989.236204786,0.04408129964683578
2989.256636941,0.04510129964683578
2989.277069195,0.04252129964683577
2989.297501349,0.041789299646835774
2989.317933402,0.032985299646835775
2989.338365655,0.031189299646835773
2989.358797807,0.03332929964683577
2989.379229858,0.030677299646835774
2989.39966211,0.03172529964683577
2989.42009416,0.026599299646835776
2989.440526311,0.040319299646835775
2989.46095856,0.04375729964683577
2989.501822758,0.041047299646835775
2989.522255006,0.037549299646835774
2989.542687053,0.037621299646835776
2989.5631192,0.034289299646835775
2989.583551447,0.03243329964683577
2989.603983492,0.028709299646835773
2989.624415638,0.025943299646835775
2989.644847883,0.022843299646835773
2989.665280027,0.022683299646835773
2989.685712171,0.019293299646835776
2989.706144314,0.019091299646835775
2989.726576457,0.019583299646835774
2989.747008599,0.015881299646835774
2989.767440741,0.012013299646835774
2989.787872882,0.011399299646835774
2989.808305123,0.011341299646835775
2989.828737163,0.011007299646835774
2989.849169303,0.013865299646835774
2989.869601542,0.017913299646835773
2989.890033581,0.018615299646835774
